Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Ambos sexos;37306-Serradilla del Arroyo;extranjeros;De 65 y más años;2
Ambos sexos;37307-Serradilla del Llano;Total;Total;154
Ambos sexos;37307-Serradilla del Llano;Total;Menores de 16 años;6
Ambos sexos;37307-Serradilla del Llano;Total;De 16 a 64 años;81
Ambos sexos;37307-Serradilla del Llano;Total;De 65 y más años;67
Ambos sexos;37307-Serradilla del Llano;españoles;Total;154
Ambos sexos;37307-Serradilla del Llano;españoles;Menores de 16 años;6
Ambos sexos;37307-Serradilla del Llano;españoles;De 16 a 64 años;81
Ambos sexos;37307-Serradilla del Llano;españoles;De 65 y más años;67
Ambos sexos;37307-Serradilla del Llano;extranjeros;Total;0
Ambos sexos;37307-Serradilla del Llano;extranjeros;Menores de 16 años;0
Ambos sexos;37307-Serradilla del Llano;extranjeros;De 16 a 64 años;0
Ambos sexos;37307-Serradilla del Llano;extranjeros;De 65 y más años;0
Ambos sexos;37309-Sierpe, La;Total;Total;44
Ambos sexos;37309-Sierpe, La;Total;Menores de 16 años;3
Ambos sexos;37309-Sierpe, La;Total;De 16 a 64 años;23
Ambos sexos;37309-Sierpe, La;Total;De 65 y más años;18
Ambos sexos;37309-Sierpe, La;españoles;Total;44
Ambos sexos;37309-Sierpe, La;españoles;Menores de 16 años;3
Ambos sexos;37309-Sierpe, La;españoles;De 16 a 64 años;23
Ambos sexos;37309-Sierpe, La;españoles;De 65 y más años;18
Ambos sexos;37309-Sierpe, La;extranjeros;Total;0
Ambos sexos;37309-Sierpe, La;extranjeros;Menores de 16 años;0
Ambos sexos;37309-Sierpe, La;extranjeros;De 16 a 64 años;0
Ambos sexos;37309-Sierpe, La;extranjeros;De 65 y más años;0
Ambos sexos;37310-Sieteiglesias de Tormes;Total;Total;187
Ambos sexos;37310-Sieteiglesias de Tormes;Total;Menores de 16 años;12
Ambos sexos;37310-Sieteiglesias de Tormes;Total;De 16 a 64 años;88
Ambos sexos;37310-Sieteiglesias de Tormes;Total;De 65 y más años;87
Ambos sexos;37310-Sieteiglesias de Tormes;españoles;Total;187
Ambos sexos;37310-Sieteiglesias de Tormes;españoles;Menores de 16 años;12
Ambos sexos;37310-Sieteiglesias de Tormes;españoles;De 16 a 64 años;88
Ambos sexos;37310-Sieteiglesias de Tormes;españoles;De 65 y más años;87
Ambos sexos;37310-Sieteiglesias de Tormes;extranjeros;Total;0
Ambos sexos;37310-Sieteiglesias de Tormes;extranjeros;Menores de 16 años;0
Ambos sexos;37310-Sieteiglesias de Tormes;extranjeros;De 16 a 64 años;0
Ambos sexos;37310-Sieteiglesias de Tormes;extranjeros;De 65 y más años;0
Ambos sexos;37311-Sobradillo;Total;Total;232
Ambos sexos;37311-Sobradillo;Total;Menores de 16 años;9
Ambos sexos;37311-Sobradillo;Total;De 16 a 64 años;112
Ambos sexos;37311-Sobradillo;Total;De 65 y más años;111
Ambos sexos;37311-Sobradillo;españoles;Total;232
Ambos sexos;37311-Sobradillo;españoles;Menores de 16 años;9
Ambos sexos;37311-Sobradillo;españoles;De 16 a 64 años;112
Ambos sexos;37311-Sobradillo;españoles;De 65 y más años;111
Ambos sexos;37311-Sobradillo;extranjeros;Total;0
Ambos sexos;37311-Sobradillo;extranjeros;Menores de 16 años;0
Ambos sexos;37311-Sobradillo;extranjeros;De 16 a 64 años;0
Ambos sexos;37311-Sobradillo;extranjeros;De 65 y más años;0
Ambos sexos;37312-Sorihuela;Total;Total;273
Ambos sexos;37312-Sorihuela;Total;Menores de 16 años;22
Ambos sexos;37312-Sorihuela;Total;De 16 a 64 años;152
Ambos sexos;37312-Sorihuela;Total;De 65 y más años;99
Ambos sexos;37312-Sorihuela;españoles;Total;270
Ambos sexos;37312-Sorihuela;españoles;Menores de 16 años;22
Ambos sexos;37312-Sorihuela;españoles;De 16 a 64 años;149
Ambos sexos;37312-Sorihuela;españoles;De 65 y más años;99
Ambos sexos;37312-Sorihuela;extranjeros;Total;3
Ambos sexos;37312-Sorihuela;extranjeros;Menores de 16 años;0
Ambos sexos;37312-Sorihuela;extranjeros;De 16 a 64 años;3
Ambos sexos;37312-Sorihuela;extranjeros;De 65 y más años;0
Ambos sexos;37313-Sotoserrano;Total;Total;580
Ambos sexos;37313-Sotoserrano;Total;Menores de 16 años;35
Ambos sexos;37313-Sotoserrano;Total;De 16 a 64 años;334
Ambos sexos;37313-Sotoserrano;Total;De 65 y más años;211
Ambos sexos;37313-Sotoserrano;españoles;Total;580
Ambos sexos;37313-Sotoserrano;españoles;Menores de 16 años;35
Ambos sexos;37313-Sotoserrano;españoles;De 16 a 64 años;334
Ambos sexos;37313-Sotoserrano;españoles;De 65 y más años;211
Ambos sexos;37313-Sotoserrano;extranjeros;Total;0
Ambos sexos;37313-Sotoserrano;extranjeros;Menores de 16 años;0
Ambos sexos;37313-Sotoserrano;extranjeros;De 16 a 64 años;0
Ambos sexos;37313-Sotoserrano;extranjeros;De 65 y más años;0
Ambos sexos;37314-Tabera de Abajo;Total;Total;107
Ambos sexos;37314-Tabera de Abajo;Total;Menores de 16 años;17
Ambos sexos;37314-Tabera de Abajo;Total;De 16 a 64 años;62
Ambos sexos;37314-Tabera de Abajo;Total;De 65 y más años;28
Ambos sexos;37314-Tabera de Abajo;españoles;Total;97
Ambos sexos;37314-Tabera de Abajo;españoles;Menores de 16 años;13
Ambos sexos;37314-Tabera de Abajo;españoles;De 16 a 64 años;56
Ambos sexos;37314-Tabera de Abajo;españoles;De 65 y más años;28
Ambos sexos;37314-Tabera de Abajo;extranjeros;Total;10
Ambos sexos;37314-Tabera de Abajo;extranjeros;Menores de 16 años;4
Ambos sexos;37314-Tabera de Abajo;extranjeros;De 16 a 64 años;6
Ambos sexos;37314-Tabera de Abajo;extranjeros;De 65 y más años;0
Ambos sexos;37315-Tala, La;Total;Total;88
Ambos sexos;37315-Tala, La;Total;Menores de 16 años;0
Ambos sexos;37315-Tala, La;Total;De 16 a 64 años;46
Ambos sexos;37315-Tala, La;Total;De 65 y más años;42
Ambos sexos;37315-Tala, La;españoles;Total;88
Ambos sexos;37315-Tala, La;españoles;Menores de 16 años;0
Ambos sexos;37315-Tala, La;españoles;De 16 a 64 años;46
Ambos sexos;37315-Tala, La;españoles;De 65 y más años;42
Ambos sexos;37315-Tala, La;extranjeros;Total;0
Ambos sexos;37315-Tala, La;extranjeros;Menores de 16 años;0
Ambos sexos;37315-Tala, La;extranjeros;De 16 a 64 años;0
Ambos sexos;37315-Tala, La;extranjeros;De 65 y más años;0
Ambos sexos;37316-Tamames;Total;Total;804
Ambos sexos;37316-Tamames;Total;Menores de 16 años;62
Ambos sexos;37316-Tamames;Total;De 16 a 64 años;473
Ambos sexos;37316-Tamames;Total;De 65 y más años;269
Ambos sexos;37316-Tamames;españoles;Total;791
Ambos sexos;37316-Tamames;españoles;Menores de 16 años;57
Ambos sexos;37316-Tamames;españoles;De 16 a 64 años;465
Ambos sexos;37316-Tamames;españoles;De 65 y más años;269
Ambos sexos;37316-Tamames;extranjeros;Total;13
Ambos sexos;37316-Tamames;extranjeros;Menores de 16 años;5
Ambos sexos;37316-Tamames;extranjeros;De 16 a 64 años;8
Ambos sexos;37316-Tamames;extranjeros;De 65 y más años;0
Ambos sexos;37317-Tarazona de Guareña;Total;Total;317
Ambos sexos;37317-Tarazona de Guareña;Total;Menores de 16 años;17
Ambos sexos;37317-Tarazona de Guareña;Total;De 16 a 64 años;169
Ambos sexos;37317-Tarazona de Guareña;Total;De 65 y más años;131
Ambos sexos;37317-Tarazona de Guareña;españoles;Total;317
Ambos sexos;37317-Tarazona de Guareña;españoles;Menores de 16 años;17
Ambos sexos;37317-Tarazona de Guareña;españoles;De 16 a 64 años;169
Ambos sexos;37317-Tarazona de Guareña;españoles;De 65 y más años;131
Ambos sexos;37317-Tarazona de Guareña;extranjeros;Total;0
Ambos sexos;37317-Tarazona de Guareña;extranjeros;Menores de 16 años;0
Ambos sexos;37317-Tarazona de Guareña;extranjeros;De 16 a 64 años;0
Ambos sexos;37317-Tarazona de Guareña;extranjeros;De 65 y más años;0
Ambos sexos;37318-Tardáguila;Total;Total;212
Ambos sexos;37318-Tardáguila;Total;Menores de 16 años;7
Ambos sexos;37318-Tardáguila;Total;De 16 a 64 años;146
Ambos sexos;37318-Tardáguila;Total;De 65 y más años;59
Ambos sexos;37318-Tardáguila;españoles;Total;210
Ambos sexos;37318-Tardáguila;españoles;Menores de 16 años;7
Ambos sexos;37318-Tardáguila;españoles;De 16 a 64 años;144
Ambos sexos;37318-Tardáguila;españoles;De 65 y más años;59
Ambos sexos;37318-Tardáguila;extranjeros;Total;2
Ambos sexos;37318-Tardáguila;extranjeros;Menores de 16 años;0
Ambos sexos;37318-Tardáguila;extranjeros;De 16 a 64 años;2
Ambos sexos;37318-Tardáguila;extranjeros;De 65 y más años;0
Ambos sexos;37319-Tejado, El;Total;Total;104
Ambos sexos;37319-Tejado, El;Total;Menores de 16 años;4
Ambos sexos;37319-Tejado, El;Total;De 16 a 64 años;62
Ambos sexos;37319-Tejado, El;Total;De 65 y más años;38
Ambos sexos;37319-Tejado, El;españoles;Total;102
Ambos sexos;37319-Tejado, El;españoles;Menores de 16 años;4
Ambos sexos;37319-Tejado, El;españoles;De 16 a 64 años;60
Ambos sexos;37319-Tejado, El;españoles;De 65 y más años;38
Ambos sexos;37319-Tejado, El;extranjeros;Total;2
Ambos sexos;37319-Tejado, El;extranjeros;Menores de 16 años;0
Ambos sexos;37319-Tejado, El;extranjeros;De 16 a 64 años;2
Ambos sexos;37319-Tejado, El;extranjeros;De 65 y más años;0
Ambos sexos;37320-Tejeda y Segoyuela;Total;Total;90
Ambos sexos;37320-Tejeda y Segoyuela;Total;Menores de 16 años;4
Ambos sexos;37320-Tejeda y Segoyuela;Total;De 16 a 64 años;41
Ambos sexos;37320-Tejeda y Segoyuela;Total;De 65 y más años;45
Ambos sexos;37320-Tejeda y Segoyuela;españoles;Total;88
Ambos sexos;37320-Tejeda y Segoyuela;españoles;Menores de 16 años;3
Ambos sexos;37320-Tejeda y Segoyuela;españoles;De 16 a 64 años;40
Ambos sexos;37320-Tejeda y Segoyuela;españoles;De 65 y más años;45
Ambos sexos;37320-Tejeda y Segoyuela;extranjeros;Total;2
Ambos sexos;37320-Tejeda y Segoyuela;extranjeros;Menores de 16 años;1
Ambos sexos;37320-Tejeda y Segoyuela;extranjeros;De 16 a 64 años;1
Ambos sexos;37320-Tejeda y Segoyuela;extranjeros;De 65 y más años;0
Ambos sexos;37321-Tenebrón;Total;Total;151
Ambos sexos;37321-Tenebrón;Total;Menores de 16 años;1
Ambos sexos;37321-Tenebrón;Total;De 16 a 64 años;70
Ambos sexos;37321-Tenebrón;Total;De 65 y más años;80
Ambos sexos;37321-Tenebrón;españoles;Total;151
Ambos sexos;37321-Tenebrón;españoles;Menores de 16 años;1
Ambos sexos;37321-Tenebrón;españoles;De 16 a 64 años;70
Ambos sexos;37321-Tenebrón;españoles;De 65 y más años;80
Ambos sexos;37321-Tenebrón;extranjeros;Total;0
Ambos sexos;37321-Tenebrón;extranjeros;Menores de 16 años;0
Ambos sexos;37321-Tenebrón;extranjeros;De 16 a 64 años;0
Ambos sexos;37321-Tenebrón;extranjeros;De 65 y más años;0
Ambos sexos;37322-Terradillos;Total;Total;3.051
Ambos sexos;37322-Terradillos;Total;Menores de 16 años;398
Ambos sexos;37322-Terradillos;Total;De 16 a 64 años;2.210
Ambos sexos;37322-Terradillos;Total;De 65 y más años;443
Ambos sexos;37322-Terradillos;españoles;Total;2.883
Ambos sexos;37322-Terradillos;españoles;Menores de 16 años;381
Ambos sexos;37322-Terradillos;españoles;De 16 a 64 años;2.069
Ambos sexos;37322-Terradillos;españoles;De 65 y más años;433
Ambos sexos;37322-Terradillos;extranjeros;Total;168
Ambos sexos;37322-Terradillos;extranjeros;Menores de 16 años;17
Ambos sexos;37322-Terradillos;extranjeros;De 16 a 64 años;141
Ambos sexos;37322-Terradillos;extranjeros;De 65 y más años;10
Ambos sexos;37323-Topas;Total;Total;530
Ambos sexos;37323-Topas;Total;Menores de 16 años;41
Ambos sexos;37323-Topas;Total;De 16 a 64 años;329
Ambos sexos;37323-Topas;Total;De 65 y más años;160
Ambos sexos;37323-Topas;españoles;Total;524
Ambos sexos;37323-Topas;españoles;Menores de 16 años;40
Ambos sexos;37323-Topas;españoles;De 16 a 64 años;324
Ambos sexos;37323-Topas;españoles;De 65 y más años;160
Ambos sexos;37323-Topas;extranjeros;Total;6
Ambos sexos;37323-Topas;extranjeros;Menores de 16 años;1
Ambos sexos;37323-Topas;extranjeros;De 16 a 64 años;5
Ambos sexos;37323-Topas;extranjeros;De 65 y más años;0
Ambos sexos;37324-Tordillos;Total;Total;362
Ambos sexos;37324-Tordillos;Total;Menores de 16 años;8
Ambos sexos;37324-Tordillos;Total;De 16 a 64 años;179
Ambos sexos;37324-Tordillos;Total;De 65 y más años;175
Ambos sexos;37324-Tordillos;españoles;Total;362
Ambos sexos;37324-Tordillos;españoles;Menores de 16 años;8
Ambos sexos;37324-Tordillos;españoles;De 16 a 64 años;179
Ambos sexos;37324-Tordillos;españoles;De 65 y más años;175
Ambos sexos;37324-Tordillos;extranjeros;Total;0
Ambos sexos;37324-Tordillos;extranjeros;Menores de 16 años;0
Ambos sexos;37324-Tordillos;extranjeros;De 16 a 64 años;0
Ambos sexos;37324-Tordillos;extranjeros;De 65 y más años;0
Ambos sexos;37325-Tornadizo, El;Total;Total;98
Ambos sexos;37325-Tornadizo, El;Total;Menores de 16 años;3
Ambos sexos;37325-Tornadizo, El;Total;De 16 a 64 años;48
Ambos sexos;37325-Tornadizo, El;Total;De 65 y más años;47
Ambos sexos;37325-Tornadizo, El;españoles;Total;98
Ambos sexos;37325-Tornadizo, El;españoles;Menores de 16 años;3
Ambos sexos;37325-Tornadizo, El;españoles;De 16 a 64 años;48
Ambos sexos;37325-Tornadizo, El;españoles;De 65 y más años;47
Ambos sexos;37325-Tornadizo, El;extranjeros;Total;0
Ambos sexos;37325-Tornadizo, El;extranjeros;Menores de 16 años;0
Ambos sexos;37325-Tornadizo, El;extranjeros;De 16 a 64 años;0
Ambos sexos;37325-Tornadizo, El;extranjeros;De 65 y más años;0
Ambos sexos;37327-Torresmenudas;Total;Total;191
Ambos sexos;37327-Torresmenudas;Total;Menores de 16 años;9
Ambos sexos;37327-Torresmenudas;Total;De 16 a 64 años;126
Ambos sexos;37327-Torresmenudas;Total;De 65 y más años;56
Ambos sexos;37327-Torresmenudas;españoles;Total;191
Ambos sexos;37327-Torresmenudas;españoles;Menores de 16 años;9
Ambos sexos;37327-Torresmenudas;españoles;De 16 a 64 años;126
Ambos sexos;37327-Torresmenudas;españoles;De 65 y más años;56
Ambos sexos;37327-Torresmenudas;extranjeros;Total;0
Ambos sexos;37327-Torresmenudas;extranjeros;Menores de 16 años;0
Ambos sexos;37327-Torresmenudas;extranjeros;De 16 a 64 años;0
Ambos sexos;37327-Torresmenudas;extranjeros;De 65 y más años;0
Ambos sexos;37328-Trabanca;Total;Total;200
Ambos sexos;37328-Trabanca;Total;Menores de 16 años;13
Ambos sexos;37328-Trabanca;Total;De 16 a 64 años;105
Ambos sexos;37328-Trabanca;Total;De 65 y más años;82
Ambos sexos;37328-Trabanca;españoles;Total;185
Ambos sexos;37328-Trabanca;españoles;Menores de 16 años;13
Ambos sexos;37328-Trabanca;españoles;De 16 a 64 años;92
Ambos sexos;37328-Trabanca;españoles;De 65 y más años;80
Ambos sexos;37328-Trabanca;extranjeros;Total;15
Ambos sexos;37328-Trabanca;extranjeros;Menores de 16 años;0
Ambos sexos;37328-Trabanca;extranjeros;De 16 a 64 años;13
Ambos sexos;37328-Trabanca;extranjeros;De 65 y más años;2
Ambos sexos;37329-Tremedal de Tormes;Total;Total;43
Ambos sexos;37329-Tremedal de Tormes;Total;Menores de 16 años;2
Ambos sexos;37329-Tremedal de Tormes;Total;De 16 a 64 años;28
Ambos sexos;37329-Tremedal de Tormes;Total;De 65 y más años;13
Ambos sexos;37329-Tremedal de Tormes;españoles;Total;43
Ambos sexos;37329-Tremedal de Tormes;españoles;Menores de 16 años;2
Ambos sexos;37329-Tremedal de Tormes;españoles;De 16 a 64 años;28
Ambos sexos;37329-Tremedal de Tormes;españoles;De 65 y más años;13
Ambos sexos;37329-Tremedal de Tormes;extranjeros;Total;0
Ambos sexos;37329-Tremedal de Tormes;extranjeros;Menores de 16 años;0
Ambos sexos;37329-Tremedal de Tormes;extranjeros;De 16 a 64 años;0
Ambos sexos;37329-Tremedal de Tormes;extranjeros;De 65 y más años;0
Ambos sexos;37330-Valdecarros;Total;Total;351
Ambos sexos;37330-Valdecarros;Total;Menores de 16 años;24
Ambos sexos;37330-Valdecarros;Total;De 16 a 64 años;193
Ambos sexos;37330-Valdecarros;Total;De 65 y más años;134
Ambos sexos;37330-Valdecarros;españoles;Total;351
Ambos sexos;37330-Valdecarros;españoles;Menores de 16 años;24
Ambos sexos;37330-Valdecarros;españoles;De 16 a 64 años;193
Ambos sexos;37330-Valdecarros;españoles;De 65 y más años;134
Ambos sexos;37330-Valdecarros;extranjeros;Total;0
Ambos sexos;37330-Valdecarros;extranjeros;Menores de 16 años;0
Ambos sexos;37330-Valdecarros;extranjeros;De 16 a 64 años;0
Ambos sexos;37330-Valdecarros;extranjeros;De 65 y más años;0
Ambos sexos;37331-Valdefuentes de Sangusín;Total;Total;203
Ambos sexos;37331-Valdefuentes de Sangusín;Total;Menores de 16 años;4
Ambos sexos;37331-Valdefuentes de Sangusín;Total;De 16 a 64 años;101
Ambos sexos;37331-Valdefuentes de Sangusín;Total;De 65 y más años;98
Ambos sexos;37331-Valdefuentes de Sangusín;españoles;Total;201
Ambos sexos;37331-Valdefuentes de Sangusín;españoles;Menores de 16 años;4
Ambos sexos;37331-Valdefuentes de Sangusín;españoles;De 16 a 64 años;100
Ambos sexos;37331-Valdefuentes de Sangusín;españoles;De 65 y más años;97
Ambos sexos;37331-Valdefuentes de Sangusín;extranjeros;Total;2
Ambos sexos;37331-Valdefuentes de Sangusín;extranjeros;Menores de 16 años;0
Ambos sexos;37331-Valdefuentes de Sangusín;extranjeros;De 16 a 64 años;1
Ambos sexos;37331-Valdefuentes de Sangusín;extranjeros;De 65 y más años;1
Ambos sexos;37332-Valdehijaderos;Total;Total;79
Ambos sexos;37332-Valdehijaderos;Total;Menores de 16 años;8
Ambos sexos;37332-Valdehijaderos;Total;De 16 a 64 años;38
Ambos sexos;37332-Valdehijaderos;Total;De 65 y más años;33
Ambos sexos;37332-Valdehijaderos;españoles;Total;78
Ambos sexos;37332-Valdehijaderos;españoles;Menores de 16 años;8
Ambos sexos;37332-Valdehijaderos;españoles;De 16 a 64 años;37
Ambos sexos;37332-Valdehijaderos;españoles;De 65 y más años;33
Ambos sexos;37332-Valdehijaderos;extranjeros;Total;1
Ambos sexos;37332-Valdehijaderos;extranjeros;Menores de 16 años;0
Ambos sexos;37332-Valdehijaderos;extranjeros;De 16 a 64 años;1
Ambos sexos;37332-Valdehijaderos;extranjeros;De 65 y más años;0
Ambos sexos;37333-Valdelacasa;Total;Total;214
Ambos sexos;37333-Valdelacasa;Total;Menores de 16 años;15
Ambos sexos;37333-Valdelacasa;Total;De 16 a 64 años;135
Ambos sexos;37333-Valdelacasa;Total;De 65 y más años;64
Ambos sexos;37333-Valdelacasa;españoles;Total;214
Ambos sexos;37333-Valdelacasa;españoles;Menores de 16 años;15
Ambos sexos;37333-Valdelacasa;españoles;De 16 a 64 años;135
Ambos sexos;37333-Valdelacasa;españoles;De 65 y más años;64
Ambos sexos;37333-Valdelacasa;extranjeros;Total;0
Ambos sexos;37333-Valdelacasa;extranjeros;Menores de 16 años;0
Ambos sexos;37333-Valdelacasa;extranjeros;De 16 a 64 años;0
Ambos sexos;37333-Valdelacasa;extranjeros;De 65 y más años;0
Ambos sexos;37334-Valdelageve;Total;Total;73
Ambos sexos;37334-Valdelageve;Total;Menores de 16 años;4
Ambos sexos;37334-Valdelageve;Total;De 16 a 64 años;37
Ambos sexos;37334-Valdelageve;Total;De 65 y más años;32
Ambos sexos;37334-Valdelageve;españoles;Total;73
Ambos sexos;37334-Valdelageve;españoles;Menores de 16 años;4
Ambos sexos;37334-Valdelageve;españoles;De 16 a 64 años;37
Ambos sexos;37334-Valdelageve;españoles;De 65 y más años;32
Ambos sexos;37334-Valdelageve;extranjeros;Total;0
Ambos sexos;37334-Valdelageve;extranjeros;Menores de 16 años;0
Ambos sexos;37334-Valdelageve;extranjeros;De 16 a 64 años;0
Ambos sexos;37334-Valdelageve;extranjeros;De 65 y más años;0
Ambos sexos;37335-Valdelosa;Total;Total;407
Ambos sexos;37335-Valdelosa;Total;Menores de 16 años;13
Ambos sexos;37335-Valdelosa;Total;De 16 a 64 años;253
Ambos sexos;37335-Valdelosa;Total;De 65 y más años;141
Ambos sexos;37335-Valdelosa;españoles;Total;401
Ambos sexos;37335-Valdelosa;españoles;Menores de 16 años;13
Ambos sexos;37335-Valdelosa;españoles;De 16 a 64 años;249
Ambos sexos;37335-Valdelosa;españoles;De 65 y más años;139
Ambos sexos;37335-Valdelosa;extranjeros;Total;6
Ambos sexos;37335-Valdelosa;extranjeros;Menores de 16 años;0
Ambos sexos;37335-Valdelosa;extranjeros;De 16 a 64 años;4
Ambos sexos;37335-Valdelosa;extranjeros;De 65 y más años;2
Ambos sexos;37336-Valdemierque;Total;Total;65
Ambos sexos;37336-Valdemierque;Total;Menores de 16 años;9
Ambos sexos;37336-Valdemierque;Total;De 16 a 64 años;37
Ambos sexos;37336-Valdemierque;Total;De 65 y más años;19
Ambos sexos;37336-Valdemierque;españoles;Total;65
Ambos sexos;37336-Valdemierque;españoles;Menores de 16 años;9
Ambos sexos;37336-Valdemierque;españoles;De 16 a 64 años;37
Ambos sexos;37336-Valdemierque;españoles;De 65 y más años;19
Ambos sexos;37336-Valdemierque;extranjeros;Total;0
Ambos sexos;37336-Valdemierque;extranjeros;Menores de 16 años;0
Ambos sexos;37336-Valdemierque;extranjeros;De 16 a 64 años;0
Ambos sexos;37336-Valdemierque;extranjeros;De 65 y más años;0
Ambos sexos;37337-Valderrodrigo;Total;Total;152
Ambos sexos;37337-Valderrodrigo;Total;Menores de 16 años;8
Ambos sexos;37337-Valderrodrigo;Total;De 16 a 64 años;93
Ambos sexos;37337-Valderrodrigo;Total;De 65 y más años;51
Ambos sexos;37337-Valderrodrigo;españoles;Total;152
Ambos sexos;37337-Valderrodrigo;españoles;Menores de 16 años;8
Ambos sexos;37337-Valderrodrigo;españoles;De 16 a 64 años;93
Ambos sexos;37337-Valderrodrigo;españoles;De 65 y más años;51
Ambos sexos;37337-Valderrodrigo;extranjeros;Total;0
Ambos sexos;37337-Valderrodrigo;extranjeros;Menores de 16 años;0
Ambos sexos;37337-Valderrodrigo;extranjeros;De 16 a 64 años;0
Ambos sexos;37337-Valderrodrigo;extranjeros;De 65 y más años;0
Ambos sexos;37338-Valdunciel;Total;Total;100
Ambos sexos;37338-Valdunciel;Total;Menores de 16 años;15
Ambos sexos;37338-Valdunciel;Total;De 16 a 64 años;57
Ambos sexos;37338-Valdunciel;Total;De 65 y más años;28
Ambos sexos;37338-Valdunciel;españoles;Total;96
Ambos sexos;37338-Valdunciel;españoles;Menores de 16 años;15
Ambos sexos;37338-Valdunciel;españoles;De 16 a 64 años;53
Ambos sexos;37338-Valdunciel;españoles;De 65 y más años;28
Ambos sexos;37338-Valdunciel;extranjeros;Total;4
Ambos sexos;37338-Valdunciel;extranjeros;Menores de 16 años;0
Ambos sexos;37338-Valdunciel;extranjeros;De 16 a 64 años;4
Ambos sexos;37338-Valdunciel;extranjeros;De 65 y más años;0
Ambos sexos;37339-Valero;Total;Total;330
Ambos sexos;37339-Valero;Total;Menores de 16 años;21
Ambos sexos;37339-Valero;Total;De 16 a 64 años;180
Ambos sexos;37339-Valero;Total;De 65 y más años;129
Ambos sexos;37339-Valero;españoles;Total;326
Ambos sexos;37339-Valero;españoles;Menores de 16 años;20
Ambos sexos;37339-Valero;españoles;De 16 a 64 años;177
Ambos sexos;37339-Valero;españoles;De 65 y más años;129
Ambos sexos;37339-Valero;extranjeros;Total;4
Ambos sexos;37339-Valero;extranjeros;Menores de 16 años;1
Ambos sexos;37339-Valero;extranjeros;De 16 a 64 años;3
Ambos sexos;37339-Valero;extranjeros;De 65 y más años;0
Ambos sexos;37343-Vallejera de Riofrío;Total;Total;76
Ambos sexos;37343-Vallejera de Riofrío;Total;Menores de 16 años;8
Ambos sexos;37343-Vallejera de Riofrío;Total;De 16 a 64 años;52
Ambos sexos;37343-Vallejera de Riofrío;Total;De 65 y más años;16
Ambos sexos;37343-Vallejera de Riofrío;españoles;Total;76
Ambos sexos;37343-Vallejera de Riofrío;españoles;Menores de 16 años;8
Ambos sexos;37343-Vallejera de Riofrío;españoles;De 16 a 64 años;52
Ambos sexos;37343-Vallejera de Riofrío;españoles;De 65 y más años;16
Ambos sexos;37343-Vallejera de Riofrío;extranjeros;Total;0
Ambos sexos;37343-Vallejera de Riofrío;extranjeros;Menores de 16 años;0
Ambos sexos;37343-Vallejera de Riofrío;extranjeros;De 16 a 64 años;0
Ambos sexos;37343-Vallejera de Riofrío;extranjeros;De 65 y más años;0
Ambos sexos;37340-Valsalabroso;Total;Total;149
Ambos sexos;37340-Valsalabroso;Total;Menores de 16 años;1
Ambos sexos;37340-Valsalabroso;Total;De 16 a 64 años;75
Ambos sexos;37340-Valsalabroso;Total;De 65 y más años;73
Ambos sexos;37340-Valsalabroso;españoles;Total;149
Ambos sexos;37340-Valsalabroso;españoles;Menores de 16 años;1
Ambos sexos;37340-Valsalabroso;españoles;De 16 a 64 años;75
Ambos sexos;37340-Valsalabroso;españoles;De 65 y más años;73
Ambos sexos;37340-Valsalabroso;extranjeros;Total;0
Ambos sexos;37340-Valsalabroso;extranjeros;Menores de 16 años;0
Ambos sexos;37340-Valsalabroso;extranjeros;De 16 a 64 años;0
Ambos sexos;37340-Valsalabroso;extranjeros;De 65 y más años;0
Ambos sexos;37341-Valverde de Valdelacasa;Total;Total;74
Ambos sexos;37341-Valverde de Valdelacasa;Total;Menores de 16 años;7
Ambos sexos;37341-Valverde de Valdelacasa;Total;De 16 a 64 años;48
Ambos sexos;37341-Valverde de Valdelacasa;Total;De 65 y más años;19
Ambos sexos;37341-Valverde de Valdelacasa;españoles;Total;50
Ambos sexos;37341-Valverde de Valdelacasa;españoles;Menores de 16 años;2
Ambos sexos;37341-Valverde de Valdelacasa;españoles;De 16 a 64 años;29
Ambos sexos;37341-Valverde de Valdelacasa;españoles;De 65 y más años;19
Ambos sexos;37341-Valverde de Valdelacasa;extranjeros;Total;24
Ambos sexos;37341-Valverde de Valdelacasa;extranjeros;Menores de 16 años;5
Ambos sexos;37341-Valverde de Valdelacasa;extranjeros;De 16 a 64 años;19
Ambos sexos;37341-Valverde de Valdelacasa;extranjeros;De 65 y más años;0
Ambos sexos;37342-Valverdón;Total;Total;288
Ambos sexos;37342-Valverdón;Total;Menores de 16 años;24
Ambos sexos;37342-Valverdón;Total;De 16 a 64 años;186
Ambos sexos;37342-Valverdón;Total;De 65 y más años;78
Ambos sexos;37342-Valverdón;españoles;Total;281
Ambos sexos;37342-Valverdón;españoles;Menores de 16 años;24
Ambos sexos;37342-Valverdón;españoles;De 16 a 64 años;183
Ambos sexos;37342-Valverdón;españoles;De 65 y más años;74
Ambos sexos;37342-Valverdón;extranjeros;Total;7
Ambos sexos;37342-Valverdón;extranjeros;Menores de 16 años;0
Ambos sexos;37342-Valverdón;extranjeros;De 16 a 64 años;3
Ambos sexos;37342-Valverdón;extranjeros;De 65 y más años;4
Ambos sexos;37344-Vecinos;Total;Total;264
