Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Mujeres;37112-Cristóbal;Total;De 65 y más años;31
Mujeres;37112-Cristóbal;españoles;Total;66
Mujeres;37112-Cristóbal;españoles;Menores de 16 años;3
Mujeres;37112-Cristóbal;españoles;De 16 a 64 años;32
Mujeres;37112-Cristóbal;españoles;De 65 y más años;31
Mujeres;37112-Cristóbal;extranjeros;Total;0
Mujeres;37112-Cristóbal;extranjeros;Menores de 16 años;0
Mujeres;37112-Cristóbal;extranjeros;De 16 a 64 años;0
Mujeres;37112-Cristóbal;extranjeros;De 65 y más años;0
Mujeres;37113-Cubo de Don Sancho, El;Total;Total;208
Mujeres;37113-Cubo de Don Sancho, El;Total;Menores de 16 años;11
Mujeres;37113-Cubo de Don Sancho, El;Total;De 16 a 64 años;115
Mujeres;37113-Cubo de Don Sancho, El;Total;De 65 y más años;82
Mujeres;37113-Cubo de Don Sancho, El;españoles;Total;207
Mujeres;37113-Cubo de Don Sancho, El;españoles;Menores de 16 años;11
Mujeres;37113-Cubo de Don Sancho, El;españoles;De 16 a 64 años;114
Mujeres;37113-Cubo de Don Sancho, El;españoles;De 65 y más años;82
Mujeres;37113-Cubo de Don Sancho, El;extranjeros;Total;1
Mujeres;37113-Cubo de Don Sancho, El;extranjeros;Menores de 16 años;0
Mujeres;37113-Cubo de Don Sancho, El;extranjeros;De 16 a 64 años;1
Mujeres;37113-Cubo de Don Sancho, El;extranjeros;De 65 y más años;0
Mujeres;37115-Dios le Guarde;Total;Total;58
Mujeres;37115-Dios le Guarde;Total;Menores de 16 años;4
Mujeres;37115-Dios le Guarde;Total;De 16 a 64 años;26
Mujeres;37115-Dios le Guarde;Total;De 65 y más años;28
Mujeres;37115-Dios le Guarde;españoles;Total;57
Mujeres;37115-Dios le Guarde;españoles;Menores de 16 años;4
Mujeres;37115-Dios le Guarde;españoles;De 16 a 64 años;25
Mujeres;37115-Dios le Guarde;españoles;De 65 y más años;28
Mujeres;37115-Dios le Guarde;extranjeros;Total;1
Mujeres;37115-Dios le Guarde;extranjeros;Menores de 16 años;0
Mujeres;37115-Dios le Guarde;extranjeros;De 16 a 64 años;1
Mujeres;37115-Dios le Guarde;extranjeros;De 65 y más años;0
Mujeres;37116-Doñinos de Ledesma;Total;Total;34
Mujeres;37116-Doñinos de Ledesma;Total;Menores de 16 años;1
Mujeres;37116-Doñinos de Ledesma;Total;De 16 a 64 años;22
Mujeres;37116-Doñinos de Ledesma;Total;De 65 y más años;11
Mujeres;37116-Doñinos de Ledesma;españoles;Total;34
Mujeres;37116-Doñinos de Ledesma;españoles;Menores de 16 años;1
Mujeres;37116-Doñinos de Ledesma;españoles;De 16 a 64 años;22
Mujeres;37116-Doñinos de Ledesma;españoles;De 65 y más años;11
Mujeres;37116-Doñinos de Ledesma;extranjeros;Total;0
Mujeres;37116-Doñinos de Ledesma;extranjeros;Menores de 16 años;0
Mujeres;37116-Doñinos de Ledesma;extranjeros;De 16 a 64 años;0
Mujeres;37116-Doñinos de Ledesma;extranjeros;De 65 y más años;0
Mujeres;37117-Doñinos de Salamanca;Total;Total;978
Mujeres;37117-Doñinos de Salamanca;Total;Menores de 16 años;208
Mujeres;37117-Doñinos de Salamanca;Total;De 16 a 64 años;669
Mujeres;37117-Doñinos de Salamanca;Total;De 65 y más años;101
Mujeres;37117-Doñinos de Salamanca;españoles;Total;960
Mujeres;37117-Doñinos de Salamanca;españoles;Menores de 16 años;206
Mujeres;37117-Doñinos de Salamanca;españoles;De 16 a 64 años;654
Mujeres;37117-Doñinos de Salamanca;españoles;De 65 y más años;100
Mujeres;37117-Doñinos de Salamanca;extranjeros;Total;18
Mujeres;37117-Doñinos de Salamanca;extranjeros;Menores de 16 años;2
Mujeres;37117-Doñinos de Salamanca;extranjeros;De 16 a 64 años;15
Mujeres;37117-Doñinos de Salamanca;extranjeros;De 65 y más años;1
Mujeres;37118-Éjeme;Total;Total;54
Mujeres;37118-Éjeme;Total;Menores de 16 años;0
Mujeres;37118-Éjeme;Total;De 16 a 64 años;30
Mujeres;37118-Éjeme;Total;De 65 y más años;24
Mujeres;37118-Éjeme;españoles;Total;54
Mujeres;37118-Éjeme;españoles;Menores de 16 años;0
Mujeres;37118-Éjeme;españoles;De 16 a 64 años;30
Mujeres;37118-Éjeme;españoles;De 65 y más años;24
Mujeres;37118-Éjeme;extranjeros;Total;0
Mujeres;37118-Éjeme;extranjeros;Menores de 16 años;0
Mujeres;37118-Éjeme;extranjeros;De 16 a 64 años;0
Mujeres;37118-Éjeme;extranjeros;De 65 y más años;0
Mujeres;37120-Encina de San Silvestre;Total;Total;57
Mujeres;37120-Encina de San Silvestre;Total;Menores de 16 años;7
Mujeres;37120-Encina de San Silvestre;Total;De 16 a 64 años;32
Mujeres;37120-Encina de San Silvestre;Total;De 65 y más años;18
Mujeres;37120-Encina de San Silvestre;españoles;Total;57
Mujeres;37120-Encina de San Silvestre;españoles;Menores de 16 años;7
Mujeres;37120-Encina de San Silvestre;españoles;De 16 a 64 años;32
Mujeres;37120-Encina de San Silvestre;españoles;De 65 y más años;18
Mujeres;37120-Encina de San Silvestre;extranjeros;Total;0
Mujeres;37120-Encina de San Silvestre;extranjeros;Menores de 16 años;0
Mujeres;37120-Encina de San Silvestre;extranjeros;De 16 a 64 años;0
Mujeres;37120-Encina de San Silvestre;extranjeros;De 65 y más años;0
Mujeres;37119-Encina, La;Total;Total;42
Mujeres;37119-Encina, La;Total;Menores de 16 años;3
Mujeres;37119-Encina, La;Total;De 16 a 64 años;17
Mujeres;37119-Encina, La;Total;De 65 y más años;22
Mujeres;37119-Encina, La;españoles;Total;42
Mujeres;37119-Encina, La;españoles;Menores de 16 años;3
Mujeres;37119-Encina, La;españoles;De 16 a 64 años;17
Mujeres;37119-Encina, La;españoles;De 65 y más años;22
Mujeres;37119-Encina, La;extranjeros;Total;0
Mujeres;37119-Encina, La;extranjeros;Menores de 16 años;0
Mujeres;37119-Encina, La;extranjeros;De 16 a 64 años;0
Mujeres;37119-Encina, La;extranjeros;De 65 y más años;0
Mujeres;37121-Encinas de Abajo;Total;Total;298
Mujeres;37121-Encinas de Abajo;Total;Menores de 16 años;35
Mujeres;37121-Encinas de Abajo;Total;De 16 a 64 años;188
Mujeres;37121-Encinas de Abajo;Total;De 65 y más años;75
Mujeres;37121-Encinas de Abajo;españoles;Total;297
Mujeres;37121-Encinas de Abajo;españoles;Menores de 16 años;35
Mujeres;37121-Encinas de Abajo;españoles;De 16 a 64 años;187
Mujeres;37121-Encinas de Abajo;españoles;De 65 y más años;75
Mujeres;37121-Encinas de Abajo;extranjeros;Total;1
Mujeres;37121-Encinas de Abajo;extranjeros;Menores de 16 años;0
Mujeres;37121-Encinas de Abajo;extranjeros;De 16 a 64 años;1
Mujeres;37121-Encinas de Abajo;extranjeros;De 65 y más años;0
Mujeres;37122-Encinas de Arriba;Total;Total;115
Mujeres;37122-Encinas de Arriba;Total;Menores de 16 años;16
Mujeres;37122-Encinas de Arriba;Total;De 16 a 64 años;75
Mujeres;37122-Encinas de Arriba;Total;De 65 y más años;24
Mujeres;37122-Encinas de Arriba;españoles;Total;115
Mujeres;37122-Encinas de Arriba;españoles;Menores de 16 años;16
Mujeres;37122-Encinas de Arriba;españoles;De 16 a 64 años;75
Mujeres;37122-Encinas de Arriba;españoles;De 65 y más años;24
Mujeres;37122-Encinas de Arriba;extranjeros;Total;0
Mujeres;37122-Encinas de Arriba;extranjeros;Menores de 16 años;0
Mujeres;37122-Encinas de Arriba;extranjeros;De 16 a 64 años;0
Mujeres;37122-Encinas de Arriba;extranjeros;De 65 y más años;0
Mujeres;37123-Encinasola de los Comendadores;Total;Total;78
Mujeres;37123-Encinasola de los Comendadores;Total;Menores de 16 años;0
Mujeres;37123-Encinasola de los Comendadores;Total;De 16 a 64 años;30
Mujeres;37123-Encinasola de los Comendadores;Total;De 65 y más años;48
Mujeres;37123-Encinasola de los Comendadores;españoles;Total;78
Mujeres;37123-Encinasola de los Comendadores;españoles;Menores de 16 años;0
Mujeres;37123-Encinasola de los Comendadores;españoles;De 16 a 64 años;30
Mujeres;37123-Encinasola de los Comendadores;españoles;De 65 y más años;48
Mujeres;37123-Encinasola de los Comendadores;extranjeros;Total;0
Mujeres;37123-Encinasola de los Comendadores;extranjeros;Menores de 16 años;0
Mujeres;37123-Encinasola de los Comendadores;extranjeros;De 16 a 64 años;0
Mujeres;37123-Encinasola de los Comendadores;extranjeros;De 65 y más años;0
Mujeres;37124-Endrinal;Total;Total;103
Mujeres;37124-Endrinal;Total;Menores de 16 años;5
Mujeres;37124-Endrinal;Total;De 16 a 64 años;52
Mujeres;37124-Endrinal;Total;De 65 y más años;46
Mujeres;37124-Endrinal;españoles;Total;101
Mujeres;37124-Endrinal;españoles;Menores de 16 años;5
Mujeres;37124-Endrinal;españoles;De 16 a 64 años;51
Mujeres;37124-Endrinal;españoles;De 65 y más años;45
Mujeres;37124-Endrinal;extranjeros;Total;2
Mujeres;37124-Endrinal;extranjeros;Menores de 16 años;0
Mujeres;37124-Endrinal;extranjeros;De 16 a 64 años;1
Mujeres;37124-Endrinal;extranjeros;De 65 y más años;1
Mujeres;37125-Escurial de la Sierra;Total;Total;99
Mujeres;37125-Escurial de la Sierra;Total;Menores de 16 años;4
Mujeres;37125-Escurial de la Sierra;Total;De 16 a 64 años;56
Mujeres;37125-Escurial de la Sierra;Total;De 65 y más años;39
Mujeres;37125-Escurial de la Sierra;españoles;Total;98
Mujeres;37125-Escurial de la Sierra;españoles;Menores de 16 años;4
Mujeres;37125-Escurial de la Sierra;españoles;De 16 a 64 años;55
Mujeres;37125-Escurial de la Sierra;españoles;De 65 y más años;39
Mujeres;37125-Escurial de la Sierra;extranjeros;Total;1
Mujeres;37125-Escurial de la Sierra;extranjeros;Menores de 16 años;0
Mujeres;37125-Escurial de la Sierra;extranjeros;De 16 a 64 años;1
Mujeres;37125-Escurial de la Sierra;extranjeros;De 65 y más años;0
Mujeres;37126-Espadaña;Total;Total;14
Mujeres;37126-Espadaña;Total;Menores de 16 años;0
Mujeres;37126-Espadaña;Total;De 16 a 64 años;10
Mujeres;37126-Espadaña;Total;De 65 y más años;4
Mujeres;37126-Espadaña;españoles;Total;14
Mujeres;37126-Espadaña;españoles;Menores de 16 años;0
Mujeres;37126-Espadaña;españoles;De 16 a 64 años;10
Mujeres;37126-Espadaña;españoles;De 65 y más años;4
Mujeres;37126-Espadaña;extranjeros;Total;0
Mujeres;37126-Espadaña;extranjeros;Menores de 16 años;0
Mujeres;37126-Espadaña;extranjeros;De 16 a 64 años;0
Mujeres;37126-Espadaña;extranjeros;De 65 y más años;0
Mujeres;37127-Espeja;Total;Total;113
Mujeres;37127-Espeja;Total;Menores de 16 años;7
Mujeres;37127-Espeja;Total;De 16 a 64 años;57
Mujeres;37127-Espeja;Total;De 65 y más años;49
Mujeres;37127-Espeja;españoles;Total;108
Mujeres;37127-Espeja;españoles;Menores de 16 años;7
Mujeres;37127-Espeja;españoles;De 16 a 64 años;54
Mujeres;37127-Espeja;españoles;De 65 y más años;47
Mujeres;37127-Espeja;extranjeros;Total;5
Mujeres;37127-Espeja;extranjeros;Menores de 16 años;0
Mujeres;37127-Espeja;extranjeros;De 16 a 64 años;3
Mujeres;37127-Espeja;extranjeros;De 65 y más años;2
Mujeres;37128-Espino de la Orbada;Total;Total;127
Mujeres;37128-Espino de la Orbada;Total;Menores de 16 años;8
Mujeres;37128-Espino de la Orbada;Total;De 16 a 64 años;63
Mujeres;37128-Espino de la Orbada;Total;De 65 y más años;56
Mujeres;37128-Espino de la Orbada;españoles;Total;127
Mujeres;37128-Espino de la Orbada;españoles;Menores de 16 años;8
Mujeres;37128-Espino de la Orbada;españoles;De 16 a 64 años;63
Mujeres;37128-Espino de la Orbada;españoles;De 65 y más años;56
Mujeres;37128-Espino de la Orbada;extranjeros;Total;0
Mujeres;37128-Espino de la Orbada;extranjeros;Menores de 16 años;0
Mujeres;37128-Espino de la Orbada;extranjeros;De 16 a 64 años;0
Mujeres;37128-Espino de la Orbada;extranjeros;De 65 y más años;0
Mujeres;37129-Florida de Liébana;Total;Total;125
Mujeres;37129-Florida de Liébana;Total;Menores de 16 años;6
Mujeres;37129-Florida de Liébana;Total;De 16 a 64 años;82
Mujeres;37129-Florida de Liébana;Total;De 65 y más años;37
Mujeres;37129-Florida de Liébana;españoles;Total;122
Mujeres;37129-Florida de Liébana;españoles;Menores de 16 años;6
Mujeres;37129-Florida de Liébana;españoles;De 16 a 64 años;79
Mujeres;37129-Florida de Liébana;españoles;De 65 y más años;37
Mujeres;37129-Florida de Liébana;extranjeros;Total;3
Mujeres;37129-Florida de Liébana;extranjeros;Menores de 16 años;0
Mujeres;37129-Florida de Liébana;extranjeros;De 16 a 64 años;3
Mujeres;37129-Florida de Liébana;extranjeros;De 65 y más años;0
Mujeres;37130-Forfoleda;Total;Total;87
Mujeres;37130-Forfoleda;Total;Menores de 16 años;7
Mujeres;37130-Forfoleda;Total;De 16 a 64 años;43
Mujeres;37130-Forfoleda;Total;De 65 y más años;37
Mujeres;37130-Forfoleda;españoles;Total;86
Mujeres;37130-Forfoleda;españoles;Menores de 16 años;7
Mujeres;37130-Forfoleda;españoles;De 16 a 64 años;42
Mujeres;37130-Forfoleda;españoles;De 65 y más años;37
Mujeres;37130-Forfoleda;extranjeros;Total;1
Mujeres;37130-Forfoleda;extranjeros;Menores de 16 años;0
Mujeres;37130-Forfoleda;extranjeros;De 16 a 64 años;1
Mujeres;37130-Forfoleda;extranjeros;De 65 y más años;0
Mujeres;37131-Frades de la Sierra;Total;Total;86
Mujeres;37131-Frades de la Sierra;Total;Menores de 16 años;2
Mujeres;37131-Frades de la Sierra;Total;De 16 a 64 años;49
Mujeres;37131-Frades de la Sierra;Total;De 65 y más años;35
Mujeres;37131-Frades de la Sierra;españoles;Total;79
Mujeres;37131-Frades de la Sierra;españoles;Menores de 16 años;1
Mujeres;37131-Frades de la Sierra;españoles;De 16 a 64 años;43
Mujeres;37131-Frades de la Sierra;españoles;De 65 y más años;35
Mujeres;37131-Frades de la Sierra;extranjeros;Total;7
Mujeres;37131-Frades de la Sierra;extranjeros;Menores de 16 años;1
Mujeres;37131-Frades de la Sierra;extranjeros;De 16 a 64 años;6
Mujeres;37131-Frades de la Sierra;extranjeros;De 65 y más años;0
Mujeres;37132-Fregeneda, La;Total;Total;180
Mujeres;37132-Fregeneda, La;Total;Menores de 16 años;8
Mujeres;37132-Fregeneda, La;Total;De 16 a 64 años;77
Mujeres;37132-Fregeneda, La;Total;De 65 y más años;95
Mujeres;37132-Fregeneda, La;españoles;Total;177
Mujeres;37132-Fregeneda, La;españoles;Menores de 16 años;8
Mujeres;37132-Fregeneda, La;españoles;De 16 a 64 años;75
Mujeres;37132-Fregeneda, La;españoles;De 65 y más años;94
Mujeres;37132-Fregeneda, La;extranjeros;Total;3
Mujeres;37132-Fregeneda, La;extranjeros;Menores de 16 años;0
Mujeres;37132-Fregeneda, La;extranjeros;De 16 a 64 años;2
Mujeres;37132-Fregeneda, La;extranjeros;De 65 y más años;1
Mujeres;37133-Fresnedoso;Total;Total;45
Mujeres;37133-Fresnedoso;Total;Menores de 16 años;2
Mujeres;37133-Fresnedoso;Total;De 16 a 64 años;25
Mujeres;37133-Fresnedoso;Total;De 65 y más años;18
Mujeres;37133-Fresnedoso;españoles;Total;45
Mujeres;37133-Fresnedoso;españoles;Menores de 16 años;2
Mujeres;37133-Fresnedoso;españoles;De 16 a 64 años;25
Mujeres;37133-Fresnedoso;españoles;De 65 y más años;18
Mujeres;37133-Fresnedoso;extranjeros;Total;0
Mujeres;37133-Fresnedoso;extranjeros;Menores de 16 años;0
Mujeres;37133-Fresnedoso;extranjeros;De 16 a 64 años;0
Mujeres;37133-Fresnedoso;extranjeros;De 65 y más años;0
Mujeres;37134-Fresno Alhándiga;Total;Total;97
Mujeres;37134-Fresno Alhándiga;Total;Menores de 16 años;2
Mujeres;37134-Fresno Alhándiga;Total;De 16 a 64 años;62
Mujeres;37134-Fresno Alhándiga;Total;De 65 y más años;33
Mujeres;37134-Fresno Alhándiga;españoles;Total;97
Mujeres;37134-Fresno Alhándiga;españoles;Menores de 16 años;2
Mujeres;37134-Fresno Alhándiga;españoles;De 16 a 64 años;62
Mujeres;37134-Fresno Alhándiga;españoles;De 65 y más años;33
Mujeres;37134-Fresno Alhándiga;extranjeros;Total;0
Mujeres;37134-Fresno Alhándiga;extranjeros;Menores de 16 años;0
Mujeres;37134-Fresno Alhándiga;extranjeros;De 16 a 64 años;0
Mujeres;37134-Fresno Alhándiga;extranjeros;De 65 y más años;0
Mujeres;37135-Fuente de San Esteban, La;Total;Total;668
Mujeres;37135-Fuente de San Esteban, La;Total;Menores de 16 años;56
Mujeres;37135-Fuente de San Esteban, La;Total;De 16 a 64 años;378
Mujeres;37135-Fuente de San Esteban, La;Total;De 65 y más años;234
Mujeres;37135-Fuente de San Esteban, La;españoles;Total;655
Mujeres;37135-Fuente de San Esteban, La;españoles;Menores de 16 años;55
Mujeres;37135-Fuente de San Esteban, La;españoles;De 16 a 64 años;367
Mujeres;37135-Fuente de San Esteban, La;españoles;De 65 y más años;233
Mujeres;37135-Fuente de San Esteban, La;extranjeros;Total;13
Mujeres;37135-Fuente de San Esteban, La;extranjeros;Menores de 16 años;1
Mujeres;37135-Fuente de San Esteban, La;extranjeros;De 16 a 64 años;11
Mujeres;37135-Fuente de San Esteban, La;extranjeros;De 65 y más años;1
Mujeres;37136-Fuenteguinaldo;Total;Total;344
Mujeres;37136-Fuenteguinaldo;Total;Menores de 16 años;26
Mujeres;37136-Fuenteguinaldo;Total;De 16 a 64 años;164
Mujeres;37136-Fuenteguinaldo;Total;De 65 y más años;154
Mujeres;37136-Fuenteguinaldo;españoles;Total;341
Mujeres;37136-Fuenteguinaldo;españoles;Menores de 16 años;26
Mujeres;37136-Fuenteguinaldo;españoles;De 16 a 64 años;161
Mujeres;37136-Fuenteguinaldo;españoles;De 65 y más años;154
Mujeres;37136-Fuenteguinaldo;extranjeros;Total;3
Mujeres;37136-Fuenteguinaldo;extranjeros;Menores de 16 años;0
Mujeres;37136-Fuenteguinaldo;extranjeros;De 16 a 64 años;3
Mujeres;37136-Fuenteguinaldo;extranjeros;De 65 y más años;0
Mujeres;37137-Fuenteliante;Total;Total;54
Mujeres;37137-Fuenteliante;Total;Menores de 16 años;1
Mujeres;37137-Fuenteliante;Total;De 16 a 64 años;20
Mujeres;37137-Fuenteliante;Total;De 65 y más años;33
Mujeres;37137-Fuenteliante;españoles;Total;50
Mujeres;37137-Fuenteliante;españoles;Menores de 16 años;1
Mujeres;37137-Fuenteliante;españoles;De 16 a 64 años;16
Mujeres;37137-Fuenteliante;españoles;De 65 y más años;33
Mujeres;37137-Fuenteliante;extranjeros;Total;4
Mujeres;37137-Fuenteliante;extranjeros;Menores de 16 años;0
Mujeres;37137-Fuenteliante;extranjeros;De 16 a 64 años;4
Mujeres;37137-Fuenteliante;extranjeros;De 65 y más años;0
Mujeres;37138-Fuenterroble de Salvatierra;Total;Total;121
Mujeres;37138-Fuenterroble de Salvatierra;Total;Menores de 16 años;23
Mujeres;37138-Fuenterroble de Salvatierra;Total;De 16 a 64 años;74
Mujeres;37138-Fuenterroble de Salvatierra;Total;De 65 y más años;24
Mujeres;37138-Fuenterroble de Salvatierra;españoles;Total;118
Mujeres;37138-Fuenterroble de Salvatierra;españoles;Menores de 16 años;22
Mujeres;37138-Fuenterroble de Salvatierra;españoles;De 16 a 64 años;72
Mujeres;37138-Fuenterroble de Salvatierra;españoles;De 65 y más años;24
Mujeres;37138-Fuenterroble de Salvatierra;extranjeros;Total;3
Mujeres;37138-Fuenterroble de Salvatierra;extranjeros;Menores de 16 años;1
Mujeres;37138-Fuenterroble de Salvatierra;extranjeros;De 16 a 64 años;2
Mujeres;37138-Fuenterroble de Salvatierra;extranjeros;De 65 y más años;0
Mujeres;37139-Fuentes de Béjar;Total;Total;116
Mujeres;37139-Fuentes de Béjar;Total;Menores de 16 años;8
Mujeres;37139-Fuentes de Béjar;Total;De 16 a 64 años;74
Mujeres;37139-Fuentes de Béjar;Total;De 65 y más años;34
Mujeres;37139-Fuentes de Béjar;españoles;Total;107
Mujeres;37139-Fuentes de Béjar;españoles;Menores de 16 años;7
Mujeres;37139-Fuentes de Béjar;españoles;De 16 a 64 años;66
Mujeres;37139-Fuentes de Béjar;españoles;De 65 y más años;34
Mujeres;37139-Fuentes de Béjar;extranjeros;Total;9
Mujeres;37139-Fuentes de Béjar;extranjeros;Menores de 16 años;1
Mujeres;37139-Fuentes de Béjar;extranjeros;De 16 a 64 años;8
Mujeres;37139-Fuentes de Béjar;extranjeros;De 65 y más años;0
